학교ID,학교명,iso_library_count,iso_public_library_count,nearest_library_name,nearest_library_euclid_m,장서수,좌석수,사서교사수,사서직원수,사서합계,학생수,인당장서수,좌석당학생수,matched,기준일,external_shortage,internal_shortage,demand_high,reading_gap_type,reading_gap_reason
B000025196,인천장서초등학교,0,0,서창도서관,794,16192,80,1,0,1,1358,11.9,17.0,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·인당장서수 중앙값 50% 미만·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000003045,인천한길초등학교,2,0,로뎀나무도서관,136,27316,85,0,1,1,447,61.1,5.3,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003167,인천석남서초등학교,0,0,거북골 작은도서관,460,21535,50,0,1,1,321,67.1,6.4,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003173,길상초등학교,0,0,지혜의숲도서관,8916,11999,34,0,0,0,140,85.7,4.1,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000025206,인천새봄초등학교,0,0,동춘나래도서관,605,8910,74,0,1,1,492,18.1,6.6,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·인당장서수 중앙값 50% 미만·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000003033,인천부마초등학교,1,0,지혜로작은도서관,173,21566,43,0,1,1,654,33.0,15.2,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003182,선원초등학교,0,0,지혜의숲도서관,510,14798,24,0,0,0,233,63.5,9.7,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003009,인천대정초등학교,0,0,부평현대1단지아파트작은도서관,423,25601,28,0,0,0,471,54.4,16.8,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003000,인천삼목초등학교장봉분교장,0,0,용유동작은도서관,11825,2885,12,0,0,0,2,1442.5,0.2,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003119,인천소양초등학교,0,0,임학도서관,1391,21483,42,0,1,1,346,62.1,8.2,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003111,인천안남초등학교,0,0,임학도서관,483,24192,30,1,0,1,288,84.0,9.6,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002995,영흥초등학교,0,0,영흥도서관,1479,21197,20,0,0,0,147,144.2,7.4,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003064,인천옥련초등학교,1,0,옥련2동작은도서관,89,31110,48,0,0,0,747,41.6,15.6,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000003063,인천문남초등학교,0,0,연수1동작은도서관,210,22778,50,0,0,0,503,45.3,10.1,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003059,인천동춘초등학교,0,0,동춘나래도서관,457,27275,45,0,1,1,660,41.3,14.7,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003068,인천먼우금초등학교,0,0,송도국제어린이도서관,522,34372,46,0,1,1,760,45.2,16.5,1,2025,True,False,True,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003023,인천부평북초등학교,1,1,갈산도서관,411,19299,52,2,1,3,282,68.4,5.4,1,2025,False,False,False,maintain_monitor,"도보500m 내 공공도서관 확보·내부 지표(사서·인당장서수) 양호 → 외부·내부 모두 양호, 현행 유지 및 모니터링"
B000003097,인천논현초등학교,0,0,남동논현도서관,475,15642,42,0,1,1,591,26.5,14.1,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003066,인천해송초등학교,0,0,누리공원작은도서관,611,21216,33,0,1,1,555,38.2,16.8,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003132,인천계양초등학교상야분교장,0,0,동양도서관,2549,4450,24,0,0,0,6,741.7,0.3,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003128,인천작전초등학교,0,0,작전도서관,766,25084,65,0,0,0,311,80.7,4.8,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003159,인천발산초등학교,1,0,e편한세상 검단어반센트로 작은도서관,342,22645,33,1,1,2,696,32.5,21.1,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003138,인천경서초등학교,0,0,푸른꿈 작은도서관,2002,18807,35,0,1,1,568,33.1,16.2,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003079,인천만수북초등학교,0,0,만수2동어린이도서관,239,28378,30,1,0,1,607,46.8,20.2,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003157,인천단봉초등학교,2,0,이든샘 작은도서관,117,25309,40,1,0,1,734,34.5,18.4,1,2025,True,False,True,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003067,인천신송초등학교,0,0,해돋이도서관,407,31087,50,0,1,1,472,65.9,9.4,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003041,인천용마초등학교,0,0,조이도서관,325,21514,35,0,1,1,495,43.5,14.1,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003048,인천명선초등학교,0,0,송도2동작은도서관,511,25452,34,0,1,1,965,26.4,28.4,1,2025,True,False,True,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003109,인천효성초등학교,0,0,효성도서관,929,21582,26,1,0,1,272,79.3,10.5,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002975,인천용현남초등학교,0,0,용비도서관,204,28943,23,1,0,1,1149,25.2,50.0,1,2025,True,False,True,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003114,인천서운초등학교,2,2,서운도서관,162,20581,85,0,1,1,510,40.4,6.0,1,2025,False,False,False,maintain_monitor,"도보500m 내 공공도서관 확보·내부 지표(사서·인당장서수) 양호 → 외부·내부 모두 양호, 현행 유지 및 모니터링"
B000003054,인천연화초등학교,1,0,솔안공원작은도서관,150,20213,33,0,0,0,608,33.2,18.4,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000002955,인천연안초등학교,0,0,희망을주는도서관,1831,15702,33,0,0,0,104,151.0,3.2,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000002965,인천창영초등학교,0,0,글마루작은도서관,378,17736,40,1,0,1,244,72.7,6.1,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003027,인천부원초등학교,1,0,호별 작은도서관,242,23141,85,0,1,1,602,38.4,7.1,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003099,인천새말초등학교,0,0,만수2동어린이도서관,292,22372,32,0,1,1,358,62.5,11.2,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002960,인성초등학교,5,2,꿈벗도서관,110,12979,24,0,1,1,499,26.0,20.8,1,2025,False,False,False,maintain_monitor,"도보500m 내 공공도서관 확보·내부 지표(사서·인당장서수) 양호 → 외부·내부 모두 양호, 현행 유지 및 모니터링"
B000003044,인천삼산초등학교,1,0,신나는여성주의도서관 랄라,152,29703,98,0,0,0,502,59.2,5.1,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003015,인천구산초등학교,1,1,민들레작은도서관,154,24001,30,1,0,1,285,84.2,9.5,1,2025,False,False,False,maintain_monitor,"도보500m 내 공공도서관 확보·내부 지표(사서·인당장서수) 양호 → 외부·내부 모두 양호, 현행 유지 및 모니터링"
B000002950,인천신광초등학교,0,0,단비도서관,404,22239,44,0,0,0,699,31.8,15.9,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000002976,인천학산초등학교,0,0,학나래도서관,1114,25076,24,0,1,1,835,30.0,34.8,1,2025,True,False,True,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003092,인천송천초등학교,0,0,소래도서관,255,20792,50,0,0,0,320,65.0,6.4,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000002986,인천대화초등학교,0,0,한우리어린이도서관,921,14017,27,1,0,1,366,38.3,13.6,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002992,인천연학초등학교,0,0,학나래도서관,516,22215,30,1,0,1,371,59.9,12.4,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003123,인천계산초등학교,0,0,인천광역시교육청계양도서관,1033,27737,34,0,1,1,162,171.2,4.8,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002987,인천주안북초등학교,0,0,한우리어린이도서관,507,19579,60,0,1,1,362,54.1,6.0,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003144,인천석남초등학교,1,1,석남도서관,286,25923,24,0,0,0,454,57.1,18.9,1,2025,False,True,False,public_link,"도보500m 내 공공도서관 확보·사서 미배치 → 내부만 부족, 인근 공공도서관 연계로 보완"
B000003168,인천가현초등학교,0,0,루에블리 작은도서관,220,26666,12,0,0,0,2044,13.0,170.3,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·사서 미배치·인당장서수 중앙값 50% 미만·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000003142,인천심곡초등학교,0,0,정다운 도서관,405,23296,18,0,0,0,195,119.5,10.8,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000002996,덕적초등학교,0,0,덕적작은도서관,175,0,0,0,0,0,17,0.0,0.0,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·인당장서수 중앙값 50% 미만·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003025,인천부개초등학교,2,2,부개어린이도서관,89,18327,60,0,1,1,195,94.0,3.3,1,2025,False,False,False,maintain_monitor,"도보500m 내 공공도서관 확보·내부 지표(사서·인당장서수) 양호 → 외부·내부 모두 양호, 현행 유지 및 모니터링"
B000003103,인천담방초등학교,0,0,서창도서관,990,30224,36,1,0,1,369,81.9,10.3,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003088,인천사리울초등학교,0,0,소래도서관,333,19765,36,0,1,1,519,38.1,14.4,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002957,인천공항초등학교,0,0,영종도서관,481,24362,60,0,1,1,415,58.7,6.9,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003075,인천구월서초등학교,2,2,주안도서관,190,23013,19,0,0,0,924,24.9,48.6,1,2025,False,True,True,public_link,"도보500m 내 공공도서관 확보·사서 미배치 → 내부만 부족, 인근 공공도서관 연계로 보완"
B000002964,인천송현초등학교,0,0,인천광역시교육청화도진도서관,501,21395,30,1,0,1,347,61.7,11.6,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003051,인천능허대초등학교,1,0,옥련2동작은도서관,234,25459,60,0,0,0,701,36.3,11.7,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003035,인천산곡남초등학교,1,0,청개구리어린이도서관,173,22420,82,0,1,1,417,53.8,5.1,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003152,인천검단초등학교,0,0,솔라북 도서관,165,24370,36,0,0,0,680,35.8,18.9,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003107,인천효성동초등학교,0,0,효성도서관,399,18199,51,0,1,1,454,40.1,8.9,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003166,인천마전초등학교,2,0,키다리아저씨,235,25814,25,0,1,1,633,40.8,25.3,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003105,인천서창초등학교,0,0,서창도서관,343,24820,62,0,1,1,735,33.8,11.9,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002979,인천문학초등학교,0,0,이랑도서관,1062,27664,39,0,0,0,551,50.2,14.1,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003030,인천부평남초등학교,2,0,하브루타도서관,262,34044,60,1,0,1,768,44.3,12.8,1,2025,True,False,True,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003005,인천용현남초등학교자월분교장,0,0,덕적작은도서관,14456,8168,6,0,0,0,6,1361.3,1.0,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003019,인천부광초등학교,0,0,부평기적의도서관,578,18582,25,0,1,1,350,53.1,14.0,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003040,인천동암초등학교,2,0,샘터도서관,213,22031,24,1,1,2,295,74.7,12.3,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002984,인천승학초등학교,0,0,관교어린이도서관,418,18599,48,0,1,1,341,54.5,7.1,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003017,인천부내초등학교,0,0,부평기적의도서관,603,17781,26,0,1,1,555,32.0,21.3,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002963,인천만석초등학교,1,1,인천광역시교육청화도진도서관,298,20843,48,0,1,1,263,79.3,5.5,1,2025,False,False,False,maintain_monitor,"도보500m 내 공공도서관 확보·내부 지표(사서·인당장서수) 양호 → 외부·내부 모두 양호, 현행 유지 및 모니터링"
B000003143,인천신석초등학교,0,0,신석도서관,385,21542,42,0,1,1,277,77.8,6.6,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003100,인천조동초등학교,0,0,만수2동어린이도서관,762,14250,45,1,0,1,387,36.8,8.6,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000025756,인천청호초등학교,0,0,청호초중학교 작은도서관,0,8235,36,0,0,0,433,19.0,12.0,1,2025,True,True,True,direct_investment_first,"도보500m 내 공공도서관 0개·사서 미배치·인당장서수 중앙값 50% 미만·수요 상위 25%(2029 예측) → 외부·내부 모두 부족+수요 높음, 직접투자 최우선"
B000022832,인천한빛초등학교,0,0,서창도서관,1361,24204,55,0,1,1,923,26.2,16.8,1,2025,True,False,True,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003106,경인교육대학교부설초등학교,0,0,효성도서관,962,21252,36,0,0,0,560,38.0,15.6,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003020,인천일신초등학교,1,0,초록필그림도서관,234,19142,60,1,0,1,278,68.9,4.6,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003046,인천굴포초등학교,0,0,홀리스디어린이도서관,536,18341,141,1,0,1,749,24.5,5.3,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·인당장서수 중앙값 50% 미만·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003042,인천마장초등학교,0,0,지혜로작은도서관,454,23813,43,0,1,1,543,43.9,12.6,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002991,인천인주초등학교,0,0,학나래도서관,722,23367,36,1,0,1,418,55.9,11.6,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003034,인천미산초등학교,0,0,꿈나무작은도서관,347,19328,67,0,0,0,219,88.3,3.3,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003102,인천장수초등학교,0,0,만수2동어린이도서관,1539,18874,50,1,0,1,103,183.2,2.1,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002989,인천주안남초등학교,0,0,이랑도서관,413,21947,40,1,0,1,426,51.5,10.7,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003077,상인천초등학교,0,0,간석3동어린이도서관,764,23482,65,0,1,1,395,59.4,6.1,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003060,인천동막초등학교,0,0,연수꿈담도서관,1031,21036,36,0,1,1,384,54.8,10.7,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000002969,인천동명초등학교,2,2,이룸청소년도서관,203,16888,30,0,0,0,438,38.6,14.6,1,2025,False,True,False,public_link,"도보500m 내 공공도서관 확보·사서 미배치 → 내부만 부족, 인근 공공도서관 연계로 보완"
B000002990,인천학익초등학교,0,0,학나래도서관,782,18699,40,1,0,1,369,50.7,9.2,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003104,인천남동초등학교,0,0,서창도서관,1242,22694,48,1,0,1,312,72.7,6.5,1,2025,True,False,False,school_hub_mobile,"도보500m 내 공공도서관 0개·내부 지표(사서·인당장서수) 양호 → 외부만 부족, 학교거점 순회/모바일 서비스로 보완"
B000003047,한일초등학교,0,0,산곡글향기도서관,439,11727,20,0,0,0,317,37.0,15.9,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
B000003091,인천주원초등학교,0,0,노동자의 작은도서관 사람,819,17318,66,0,0,0,242,71.6,3.7,1,2025,True,True,False,direct_investment_first,도보500m 내 공공도서관 0개·사서 미배치·수요 상위 25% 아님 → 외부·내부 모두 부족하나 수요는 상위 25% 미만(edge case: 문서 원문의 '수요 높음' 조건 미충족. 직접투자 필요성은 유지하되 우선순위는 수요충족군보다 후순위로 기록)
